ID,SiO2(Wt%),TiO2(Wt%),Al2O3(Wt%),Cr2O3(Wt%),V2O3(Wt%),Fe2O3(Wt%),FeOT(Wt%),FeO(Wt%),CaO,MgO,MnO(Wt%),NiO,COO(Wt%),K2O(Wt%),Na2O(Wt%),P2O5(Wt%),MgNo,,
OL231540,40.785,,0.024,0.027,,,9.436,,0.155,48.729,0.157,0.387,,,,,90.20116314,,
OL231541,41.099,,0.031,0.017,,,9.528,,0.163,48.692,0.153,0.327,,,,,90.108301,,
OL231542,40.937,,0.025,0.023,,,9.457,,0.126,48.697,0.145,0.339,,,,,90.17567869,,
OL231543,40.839,,0.03,0.054,,,9.478,,0.108,48.898,0.15,0.339,,,,,90.19250667,,
OL231544,40.921,,0.015,0.023,,,9.458,,0.161,48.518,0.136,0.384,,,,,90.14206647,,
OL231545,41.032,,0.04,0.044,,,9.868,,0.118,48.504,0.165,0.357,,,,,89.75584202,,
OL231546,40.796,,0.051,0.025,,,9.507,,0.075,48.642,0.17,0.401,,,,,90.11880539,,
OL231547,40.903,,0.035,0.029,,,9.379,,0.186,48.64,0.127,0.362,,,,,90.23849524,,
OL231548,40.832,,0.048,0.057,,,9.222,,0.204,48.265,0.13,0.373,,,,,90.3187249,,
OL231549,40.991,,0.03,0.027,,,9.346,,0.221,48.583,0.154,0.377,,,,,90.25919479,,
OL231550,40.964,,0.049,0.042,,,9.468,,0.197,48.733,0.143,0.395,,,,,90.17192628,,
OL231551,41.101,,0.034,0.048,,,9.319,,0.168,48.645,0.136,0.326,,,,,90.29578241,,
OL231552,40.96,,0.037,0.064,,,9.441,,0.204,48.646,0.117,0.361,,,,,90.18139544,,
OL231553,40.874,,0.044,0.05,,,9.465,,0.239,48.34,0.146,0.411,,,,,90.10276162,,
OL231554,40.648,,0.022,0.043,,,9.572,,0.189,48.049,0.113,0.409,,,,,89.94759769,,
OL231555,41.119,,0.036,0,,,9.561,,0.111,48.219,0.125,0.374,,,,,89.98984964,,
OL231556,40.81,,0.036,0.012,,,9.495,,0.121,48.165,0.167,0.392,,,,,90.04203362,,
OL231557,41.019,,0.047,0.04,,,9.85,,0.133,48.371,0.153,0.405,,,,,89.74737918,,
OL231558,40.965,,0.016,0.011,,,9.73,,0.15,48.055,0.144,0.35,,,,,89.7997389,,
OL231559,40.495,,0.043,0.054,,,9.495,,0.217,48.319,0.129,0.356,,,,,90.07061983,,
OL231560,40.795,,0.019,0.021,,,9.803,,0.089,48.859,0.132,0.403,,,,,89.88295406,,
OL231561,40.764,,0.023,0.011,,,9.724,,0.187,48.498,0.141,0.342,,,,,89.88909384,,
OL231562,40.674,,0.039,0.022,,,9.431,,0.19,48.555,0.158,0.366,,,,,90.17419754,,
OL231563,40.925,,0.034,0.014,,,9.736,,0.144,48.754,0.179,0.396,,,,,89.92567463,,
OL231564,40.79,,0.024,0,,,9.603,,0.056,48.383,0.157,0.38,,,,,89.98094747,,
OL231565,40.686,,0.037,0,,,9.558,,0.118,48.638,0.138,0.385,,,,,90.07032563,,
OL231566,40.811,,0.007,0,,,9.227,,0.207,48.452,0.142,0.363,,,,,90.34775908,,
OL231567,40.609,,0.024,0.033,,,9.483,,0.186,48.696,0.118,0.396,,,,,90.15114661,,
OL231568,40.732,,0.087,0.051,,,9.386,,0.204,48.7,0.126,0.361,,,,,90.24278176,,
OL231569,40.81,,0.01,0.006,,,9.71,,0.049,48.429,0.152,0.371,,,,,89.88924855,,
OL231570,40.375,,0.03,0.024,,,9.894,,0.046,48.49,0.137,0.362,,,,,89.7289623,,
OL231571,40.924,,0.021,0.016,,,9.773,,0.203,48.63,0.166,0.39,,,,,89.86809475,,
OL231572,40.852,,0.046,0,,,10.249,,0.066,48.502,0.149,0.373,,,,,89.40184464,,
OL231573,41.017,,0.047,0.045,,,10.065,,0.195,48.517,0.137,0.334,,,,,89.5751602,,
OL231574,41.129,,0.034,0,,,10.126,,0.061,48.73,0.138,0.393,,,,,89.55963283,,
OL231575,40.72,,0.062,0.105,,,10.329,,0.054,48.95,0.145,0.423,,,,,89.41528209,,
OL231576,40.949,,0.034,0.024,,,9.953,,0.058,48.768,0.141,0.361,,,,,89.7268541,,
OL231577,40.974,,0.044,0.005,,,9.843,,0.06,48.883,0.129,0.402,,,,,89.85034376,,
OL231578,41.048,,0.045,0,,,9.678,,0.091,49.067,0.158,0.366,,,,,90.03722815,,
OL231579,40.574,,0.045,0.015,,,9.573,,0.169,48.594,0.122,0.379,,,,,90.04818427,,
OL231580,41.064,,0.033,0.033,,,10.432,,0.069,48.689,0.145,0.357,,,,,89.26990092,,
OL231581,40.856,,0.039,0.012,,,10.486,,0.176,48.385,0.156,0.35,,,,,89.15995901,,
OL231582,40.489,,0.034,0.021,,,9.955,,0.049,49.049,0.143,0.38,,,,,89.7778497,,
OL231583,40.986,,0.034,0.032,,,9.906,,0.181,48.64,0.162,0.344,,,,,89.74624365,,
OL231584,40.952,,0.025,0.026,,,10.123,,0.068,48.365,0.167,0.359,,,,,89.49191012,,
OL231585,41.383,,0.046,0.213,,,10.252,,0.198,48.442,0.133,0.362,,,,,89.38733451,,
OL231586,40.64,,0.029,0.025,,,9.416,,0.171,48.862,0.127,0.355,,,,,90.24392475,,
OL231587,40.709,,0.022,0.032,,,9.427,,0.21,48.742,0.107,0.343,,,,,90.21194981,,
OL231588,41.058,,0.018,0.013,,,9.473,,0.053,49.357,0.122,0.366,,,,,90.27947415,,
OL231589,41.106,,0.033,0.028,,,9.606,,0.194,49.311,0.143,0.38,,,,,90.14815498,,
OL231590,40.89,,0.041,0,,,9.58,,0.062,49.357,0.129,0.358,,,,,90.18045973,,
OL231591,41.157,,0.031,0.033,,,9.789,,0.081,49.564,0.115,0.357,,,,,90.02532748,,
OL231592,41.107,,0.034,0.023,,,9.528,,0.119,49.196,0.148,0.371,,,,,90.19970744,,
OL231593,40.919,,0.022,0.171,,,9.64,,0.186,49.241,0.154,0.349,,,,,90.10407165,,
OL231594,40.913,,0.029,0.007,,,9.672,,0.108,49.255,0.125,0.343,,,,,90.07702382,,
OL231595,40.959,,0.079,0.115,,,9.63,,0.186,48.951,0.129,0.361,,,,,90.06057233,,
OL231596,41.092,,0.054,0.011,,,9.703,,0.097,49.195,0.146,0.389,,,,,90.0374563,,
OL231597,40.971,,0.033,0.05,,,9.716,,0.187,48.852,0.12,0.346,,,,,89.96243614,,
OL231598,41.12,,0.049,0.027,,,9.638,,0.06,49.257,0.144,0.371,,,,,90.10881758,,
OL231599,40.994,,0.035,0.034,,,9.35,,0.192,49.135,0.153,0.356,,,,,90.35434652,,
OL231600,40.618,,0.044,0,,,9.548,,0.06,48.871,0.155,0.371,,,,,90.1223087,,
OL231601,40.917,,0.023,0.008,,,9.607,,0.093,49.002,0.15,0.368,,,,,90.09125653,,
OL231602,40.591,,0.042,0,,,9.652,,0.087,49.033,0.142,0.354,,,,,90.05512689,,
OL231603,40.683,,0.033,0.056,,,9.691,,0.096,49.083,0.143,0.357,,,,,90.02810785,,
OL231604,40.849,,0.039,0.014,,,9.546,,0.067,49.239,0.107,0.362,,,,,90.19074272,,
OL231605,40.877,,0.037,0.03,,,9.714,,0.094,49.195,0.128,0.356,,,,,90.0272884,,
OL231606,40.906,,0.027,0.009,,,9.561,,0.069,49.319,0.143,0.338,,,,,90.1912143,,
OL231607,41.034,,0.071,0.028,,,9.438,,0.143,49.067,0.137,0.378,,,,,90.2602268,,
OL231608,41.185,,0.031,0.006,,,9.515,,0.141,49.573,0.145,0.366,,,,,90.27897285,,
OL231609,41.133,,0.026,0.008,,,9.538,,0.133,49.431,0.142,0.342,,,,,90.2325112,,
OL231610,41.209,,0.029,0.032,,,9.401,,0.074,49.717,0.145,0.382,,,,,90.4094219,,
OL231611,41.062,,0.042,0.01,,,9.474,,0.067,49.102,0.108,0.419,,,,,90.23299262,,
OL231612,41.02,,0.017,0.009,,,9.247,,0.055,49.128,0.159,0.347,,,,,90.44922569,,
OL231613,40.868,,0.011,0.04,,,8.913,,0.069,49.351,0.143,0.383,,,,,90.80023223,,
OL231614,41.173,,0.019,0.017,,,9.058,,0.068,49.901,0.121,0.393,,,,,90.7579232,,
OL231615,40.992,,0.012,0.009,,,9.445,,0.142,49.978,0.159,0.372,,,,,90.41433319,,
OL231616,41.353,,0.014,0.018,,,8.99,,0.057,49.591,0.095,0.353,,,,,90.76885372,,
OL231617,41.115,,0.056,0.014,,,8.977,,0.065,49.619,0.166,0.377,,,,,90.78569475,,
OL231618,41.288,,0.017,0,,,8.877,,0.053,49.676,0.139,0.326,,,,,90.88848829,,
OL231619,41.028,,0.044,0.035,,,8.992,,0.046,49.471,0.156,0.303,,,,,90.7466659,,
OL231620,39.824,,0.012,0.014,,,9.97,,0.052,48.744,0.169,0.404,,,,,89.70656819,,
OL231621,40.204,,0.026,0,,,10.223,,0.061,49.047,0.16,0.414,,,,,89.53108409,,
OL231622,40.818,,0.022,0,,,10.137,,0.047,49.261,0.146,0.352,,,,,89.6504674,,
OL231623,40.663,,0.014,0,,,9.87,,0.054,49.253,0.133,0.383,,,,,89.89404535,,
OL231624,40.247,,0.019,0.019,,,10.075,,0.054,49.236,0.173,0.409,,,,,89.70256393,,
OL231625,40.516,,0,0.005,,,9.908,,0.063,49.341,0.12,0.414,,,,,89.87533779,,
OL231626,40.771,,0.014,0,,,9.821,,0.061,49.167,0.149,0.402,,,,,89.92334456,,
OL231627,40.724,,0.019,0.019,,,9.708,,0.072,48.943,0.151,0.374,,,,,89.98665362,,
OL231628,40.403,,0.026,0.001,,,9.868,,0.02,49.281,0.133,0.362,,,,,89.90104734,,
OL231629,40.596,,0.031,0,,,9.782,,0.045,49.088,0.173,0.421,,,,,89.94480783,,
OL231630,40.235,,0.03,0,,,9.753,,0.055,48.793,0.161,0.394,,,,,89.91711063,,
OL231631,40.759,,0.035,0.035,,,9.744,,0.082,49.168,0.142,0.394,,,,,89.99462729,,
OL231632,40.956,,0.029,0.008,,,9.834,,0.07,49.285,0.166,0.34,,,,,89.93307481,,
OL231633,40.831,,0.015,0.034,,,9.526,,0.132,49.085,0.178,0.372,,,,,90.18158057,,
OL231634,40.511,,0.037,0.021,,,9.812,,0.091,49.168,0.122,0.403,,,,,89.93183326,,
OL231635,40.653,,0.035,0.009,,,9.659,,0.16,49.024,0.156,0.364,,,,,90.04698714,,
OL231636,40.625,,0.051,0.017,,,9.731,,0.077,49.653,0.154,0.38,,,,,90.09458605,,
OL231637,40.706,,0.014,0.031,,,9.789,,0.09,49.523,0.151,0.346,,,,,90.01789379,,
OL231638,40.91,,0.031,0,,,9.813,,0.093,49.985,0.128,0.376,,,,,90.07916122,,
OL231639,41.43,,0.035,0.01,,,9.738,,0.112,49.973,0.144,0.371,,,,,90.14538213,,
OL231640,40.22,,0.016,0.005,,,9.5,,0.039,48.845,0.185,0.353,,,,,90.16236424,,
OL231641,40.343,,0.012,0.021,,,9.487,,0.042,49.031,0.127,0.39,,,,,90.20812701,,
OL231642,40.379,,0,0.015,,,9.511,,0.049,48.959,0.121,0.329,,,,,90.17277226,,
OL231643,40.387,,0,0.038,,,9.625,,0.037,48.976,0.165,0.358,,,,,90.06978795,,
OL231644,40.318,,0.017,0,,,9.73,,0.051,49.055,0.17,0.375,,,,,89.98685324,,
OL231645,40.337,,0.007,0,,,9.603,,0.044,48.997,0.166,0.37,,,,,90.09406287,,
OL231646,40.457,,0.006,0.023,,,9.712,,0.053,48.865,0.141,0.374,,,,,89.96855551,,
OL231647,40.386,,0,0,,,9.812,,0.042,49.154,0.142,0.362,,,,,89.92925444,,
OL231648,40.205,,0.01,0.008,,,9.798,,0.054,48.974,0.136,0.364,,,,,89.90894202,,
OL231649,40.327,,0.001,0.011,,,9.553,,0.055,49.026,0.143,0.37,,,,,90.14581232,,
OL231650,40.311,,0.012,0,,,9.185,,0.05,49.269,0.141,0.389,,,,,90.53177826,,
OL231651,40.447,,0.014,0.017,,,9.375,,0.043,49.608,0.125,0.371,,,,,90.41440366,,
OL231652,40.864,,0.031,0.031,,,7.67,,0.056,50.989,0.109,0.413,,,,,92.21791245,,
OL231653,41.011,,0.004,0.016,,,7.567,,0.068,50.844,0.095,0.402,,,,,92.29415649,,
OL231654,40.983,,0.008,0.021,,,7.417,,0.043,50.81,0.133,0.395,,,,,92.4306748,,
OL231655,41.098,,0,0.023,,,7.882,,0.058,51.055,0.122,0.444,,,,,92.02947293,,
OL231656,40.808,,0.024,0.04,,,7.627,,0.053,50.967,0.109,0.461,,,,,92.25508025,,
OL231657,40.764,,0.025,0.011,,,7.408,,0.066,50.552,0.107,0.412,,,,,92.40350862,,
OL231658,41.145,,0.018,0.022,,,7.869,,0.076,51.09,0.092,0.402,,,,,92.04659115,,
OL231659,40.867,,0.016,0.097,,,8.024,,0.042,51.161,0.102,0.404,,,,,91.91294267,,
OL231660,40.708,,0.01,0.014,,,7.562,,0.052,50.598,0.1,0.374,,,,,92.26431067,,
OL231661,40.778,,0.025,0.037,,,7.514,,0.067,50.747,0.129,0.359,,,,,92.33048517,,
OL231662,40.884,,0.007,0.023,,,7.512,,0.037,50.694,0.107,0.416,,,,,92.32496888,,
OL231663,40.778,,0.015,0.025,,,7.531,,0.064,50.701,0.134,0.396,,,,,92.30803034,,
OL231664,40.951,,0,0.043,,,7.857,,0.039,50.525,0.11,0.393,,,,,91.97606822,,
OL231665,40.645,,0.001,0.082,,,7.774,,0.057,50.56,0.118,0.413,,,,,92.05916018,,
OL231666,40.557,,0.006,0.003,,,7.58,,0.076,50.677,0.119,0.396,,,,,92.25847475,,
OL231667,41.009,,0.013,0.005,,,7.585,,0.081,50.683,0.114,0.375,,,,,92.25460976,,
OL231668,41.415,,0.011,0.001,,,7.478,,0.025,50.833,0.128,0.384,,,,,92.37635771,,
OL231669,41.21,,0.019,0.016,,,7.494,,0.037,51.29,0.111,0.365,,,,,92.42419766,,
OL231670,41.205,,0.01,0.011,,,7.514,,0.033,50.782,0.129,0.424,,,,,92.33536601,,
OL231671,41.327,,0,0.003,,,7.45,,0.042,51.105,0.132,0.387,,,,,92.440113,,
OL231672,41.481,,0.016,0,,,7.76,,0.052,51.022,0.098,0.418,,,,,92.13846801,,
OL231673,41.596,,0.003,0.016,,,7.638,,0.07,51.318,0.129,0.36,,,,,92.29373221,,
OL231674,41.368,,0.021,0.007,,,7.488,,0.059,51.021,0.131,0.381,,,,,92.39292753,,
OL231675,41.483,,0.007,0.023,,,7.842,,0.041,51.265,0.104,0.367,,,,,92.09664245,,
OL231676,41.33,,0,0.001,,,7.43,,0.05,51.011,0.115,0.381,,,,,92.44603093,,
OL231677,41.235,,0.007,0.005,,,7.919,,0.058,51.212,0.133,0.39,,,,,92.01763421,,
OL231678,40.576,,0.025,0.009,,,9.512,,0.079,49.056,0.156,0.371,,,,,90.18936754,,
OL231679,40.324,,0.035,0.098,,,9.155,,0.11,48.542,0.163,0.372,,,,,90.43192812,,
OL231680,40.64,,0.032,0,,,9.742,,0.095,48.91,0.13,0.359,,,,,89.94901072,,
OL231681,40.532,,0.04,0.019,,,9.239,,0.088,48.698,0.139,0.31,,,,,90.38053927,,
OL231682,40.543,,0.037,0.013,,,9.327,,0.08,48.706,0.134,0.403,,,,,90.29924396,,
OL231683,40.578,,0.087,0.023,,,9.409,,0.106,48.8,0.154,0.354,,,,,90.23929279,,
OL231684,41.269,,0.007,0.013,,,8.105,,0.042,50.64,0.16,0.398,,,,,91.76091447,,
OL231685,41.22,,0.006,0.007,,,8.145,,0.03,51.058,0.109,0.416,,,,,91.78580919,,
OL231686,41.06,,0.013,0.027,,,7.969,,0.055,50.792,0.111,0.343,,,,,91.91026172,,
OL231687,41.243,,0.029,0.115,,,8.092,,0.052,50.76,0.127,0.369,,,,,91.79089482,,
OL231688,41.537,,0,0,,,8.035,,0.041,50.698,0.09,0.342,,,,,91.83484372,,
OL231689,41.217,,0,0.014,,,7.805,,0.032,50.611,0.139,0.333,,,,,92.03741034,,
OL231690,41.305,,0,0.002,,,8.181,,0.048,51.068,0.159,0.391,,,,,91.75397953,,
OL231691,41.452,,0.003,0,,,7.967,,0.032,50.94,0.146,0.34,,,,,91.93373071,,
OL231692,41.26,,0.006,0.011,,,8.321,,0.037,50.299,0.111,0.354,,,,,91.5075132,,
OL231693,41.025,,0.013,0.033,,,8.48,,0.028,50.35,0.149,0.407,,,,,91.36725503,,
OL231694,41.103,,0.017,0,,,8.501,,0.042,50.641,0.124,0.349,,,,,91.3931661,,
OL231695,40.036,,0,0,,,8.489,,0.042,50.085,0.113,0.366,,,,,91.31713426,,
OL231696,41.32,,0.012,0,,,8.452,,0.042,50.324,0.092,0.371,,,,,91.38924232,,
OL231697,40.876,,0,0.01,,,8.594,,0.034,50.135,0.111,0.412,,,,,91.22715572,,
OL231698,41.154,,0,0.003,,,8.763,,0.043,50.442,0.138,0.386,,,,,91.11956746,,
OL231700,41.208,,0.01,0,,,8.63,,0.042,50.685,0.12,0.36,,,,,91.28087149,,
OL231701,40.966,,0,0,,,8.44,,0.048,50.334,0.121,0.388,,,,,91.401978,,
OL231702,41.087,,0.011,0,,,8.732,,0.038,50.286,0.154,0.385,,,,,91.12317915,,
OL231703,41.19,,0.004,0.035,,,8.638,,0.045,50.438,0.152,0.354,,,,,91.23450551,,
OL231704,41.071,,0.021,0.02,,,8.575,,0.037,50.499,0.12,0.434,,,,,91.30247187,,
OL231705,41.362,,0.006,0.026,,,8.372,,0.044,50.355,0.126,0.369,,,,,91.46859456,,
OL231706,41.201,,0.01,0,,,8.529,,0.047,50.291,0.111,0.372,,,,,91.31240475,,
OL231707,41.177,,0,0,,,8.583,,0.039,50.378,0.127,0.409,,,,,91.27598003,,
OL231708,41.045,,0.007,0.025,,,8.341,,0.049,50.361,0.124,0.387,,,,,91.49842571,,
OL231709,40.837,,0.004,0.047,,,8.567,,0.062,50.218,0.126,0.389,,,,,91.26550185,,
OL231710,40.668,,0.005,0.021,,,7.722,,0.05,50.447,0.148,0.377,,,,,92.09180459,,
OL231711,40.728,,0.018,0.033,,,7.655,,0.078,50.336,0.092,0.336,,,,,92.13909759,,
OL231712,40.834,,0.009,0,,,7.794,,0.046,50.193,0.124,0.418,,,,,91.98682152,,
OL231713,40.619,,0.008,0.018,,,7.644,,0.043,50.295,0.115,0.386,,,,,92.14360982,,
OL231714,41.088,,0.015,0,,,8.304,,0.053,50.407,0.127,0.375,,,,,91.540018,,
OL231715,41.09,,0.025,0,,,8.446,,0.041,50.263,0.146,0.366,,,,,91.38528531,,
OL231716,41.347,,0,0.049,,,8.156,,0.05,50.499,0.142,0.361,,,,,91.69215167,,
OL231717,41.296,,0.007,0.048,,,8.561,,0.053,50.406,0.111,0.425,,,,,91.30080941,,
OL231718,41.006,,0.011,0,,,8.502,,0.046,50.677,0.125,0.396,,,,,91.39782958,,
OL231719,41.108,,0.022,0,,,8.287,,0.037,50.543,0.113,0.386,,,,,91.57668224,,
OL231720,41.226,,0.008,0.022,,,8.465,,0.068,50.335,0.125,0.377,,,,,91.37886211,,
OL231721,41.152,,0.002,0.017,,,8.372,,0.039,50.292,0.127,0.418,,,,,91.45882021,,
OL231722,41.073,,0.005,0,,,8.686,,0.044,50.42,0.117,0.404,,,,,91.18722024,,
OL231723,41.355,,0.007,0.027,,,8.466,,0.042,50.587,0.132,0.419,,,,,91.41719606,,
OL231724,40.998,,0,0.023,,,7.946,,0.063,50.635,0.111,0.426,,,,,91.90873387,,
OL231725,40.024,,0.018,0.017,,,7.751,,0.08,50.166,0.106,0.395,,,,,92.02355752,,
OL231726,41.138,,0.01,0.017,,,7.924,,0.045,50.82,0.109,0.409,,,,,91.95634452,,
OL231727,40.867,,0.012,0.057,,,8.013,,0.044,50.73,0.105,0.42,,,,,91.86009861,,
OL231738,41.081,,0.014,0.032,,,9.421,,0.037,49.118,0.136,0.36,,,,,90.2851801,,
OL231739,40.856,,0.019,0.019,,,9.509,,0.047,49.392,0.163,0.321,,,,,90.25237465,,
OL231740,40.937,,0.019,0.015,,,9.755,,0.067,49.31,0.138,0.336,,,,,90.01042442,,
OL231741,40.743,,0.007,0.03,,,9.391,,0.097,49.016,0.158,0.313,,,,,90.29491743,,
OL231742,40.964,,0.005,0.011,,,9.454,,0.051,49.452,0.125,0.392,,,,,90.31391326,,
OL231743,41.051,,0.008,0.027,,,9.463,,0.047,49.634,0.157,0.388,,,,,90.33769937,,
OL231744,40.97,,0.01,0.014,,,7.982,,0.054,50.553,0.119,0.331,,,,,91.86294743,,
OL231745,41.336,,0.028,0.025,,,7.845,,0.05,50.662,0.107,0.424,,,,,92.00727718,,
OL231746,41.224,,0.015,0.005,,,8.062,,0.066,50.418,0.113,0.419,,,,,91.76791231,,
OL231747,41.275,,0.004,0.027,,,7.64,,0.039,50.538,0.122,0.406,,,,,92.18220371,,
OL231748,41.057,,0.018,0.025,,,7.896,,0.072,50.684,0.119,0.406,,,,,91.96270429,,
OL231749,40.91,,0.017,0.021,,,8.031,,0.069,50.883,0.106,0.384,,,,,91.86583634,,
OL231750,41.85,,0,0,,,0,,50.41,0,9.99,0.18,,,,,#DIV/0!,,
OL231751,41.97,,0,0,,,0,,50.47,0,9.84,0,,,,,#DIV/0!,,
OL231752,42.11,,0,0,,,0,,50.02,0,9.83,0.48,,,,,#DIV/0!,,
OL231753,42.15,,0,0,,,0,,50.46,0,10.23,0,,,,,#DIV/0!,,
OL231754,40.65,,0,0,,,0,,48.67,0.18,10.85,0,,,,,100,,
OL231755,40.76,,0,0,,,0,,48.3,0.29,11,0,,,,,100,,
OL231756,40.95,,0,0,,,0,,48.66,0,11.34,0,,,,,#DIV/0!,,
OL231757,41.06,,0,0,,,0,,48.6,0,11.33,0,,,,,#DIV/0!,,
OL231758,41.22,,0,0,,,0,,48.52,0,11.18,0,,,,,#DIV/0!,,
OL231759,41.47,,0,0,,,0,,48.59,0,11.29,0,,,,,#DIV/0!,,
OL231760,40.42,,0,0,,,0,,49.02,0,9.13,0.15,,,,,#DIV/0!,,
OL231761,40.49,,0,0,,,0,,48.89,0,9.13,0,,,,,#DIV/0!,,
OL231762,40.75,,0,0,,,0,,49.66,0,9.28,0,,,,,#DIV/0!,,
OL231763,41.68,,0,0,,,0,,50.18,0,9.25,0,,,,,#DIV/0!,,
OL231764,40.468,0.001,0.052,0.049,,,10.33,,,50.324,0.116,0.338,,,,,89.67354061,,
OL4028,41.07,0.01,0,0.04,,,9.29,,0.11,50.19,0.16,,,,0.01,,90.59292206,,
OL4029,40.69,,0.01,0.03,,,8.58,,0.08,49.64,0.14,,,,,,91.16056551,,
OL4030,41.47,,0,0,,,5.28,,0.05,52.37,0.15,,,,,,94.64673268,,
OL4295,39.65,0.03,1.27,,,1.28,10.452,9.3,0.28,46.81,0.14,,,0.17,0.11,0.02,88.86811561,,
OL4560,38.6,0.01,,0.02,,,27.9,27.9,0.1,34.5,0.35,0.05,,,,,68.79105765,,
OL4561,38.3,0.02,,0.02,,,27.8,27.8,0.12,34.5,0.34,0.06,,,,,68.8680935,,
OL4562,38.3,0.01,,0.01,,,27.9,27.9,0.11,34.3,0.33,0.06,,,,,68.66610159,,
OL4724,41.15,,,,,,10.1,10.1,0.06,49.11,,0.39,,,,,89.6559094,,
OL4725,41.26,,,,,,9.8,9.8,0.06,49.01,,0.41,,,,,89.91375602,,
OL4900,40.53,,,0.03,,,10.29,10.29,0.0622,49.32,0.15,0.39,,,,,89.52187808,,
OL4901,41.06,,,0.02,,,9.96,9.96,0.0515,49.28,0.16,0.34,,,,,89.81629666,,
OL4902,40.99,,,0.03,,,8.64,8.64,0.0691,50.01,0.14,0.38,,,,,91.16425022,,
OL4903,40.83,,,0.02,,,9.57,9.57,0.0674,49.57,0.15,0.35,,,,,90.22773916,,
OL4904,40.69,,,0.03,,,9.69,9.69,0.0516,49.04,0.14,0.37,,,,,90.02116378,,
OL4905,40.9,,,0.01,,,9.87,9.87,0.0578,49.81,0.13,0.34,,,,,89.99574934,,
OL4906,40.65,,,0.03,,,8.44,8.44,0.079,49.73,0.14,0.39,,,,,91.30662829,,
OL4907,39.06,,,0.04,,,17.63,17.63,0.0457,43.64,0.24,0.28,,,,,81.52375538,,
OL4908,39.82,,,0.03,,,9.71,9.71,0.049,49.49,0.14,0.4,,,,,90.08451675,,
OL4909,40.85,,,0.02,,,9.81,9.81,0.0492,49.07,0.14,0.32,,,,,89.91560233,,
OL4910,41.34,,,0.02,,,9.46,9.46,0.0653,49.71,0.14,0.4,,,,,90.35381024,,
OL4911,40.04,,,0.05,,,11.41,11.41,0.1021,48.38,0.15,0.36,,,,,88.31529718,,
OL4912,40.02,,,0.03,,,9.34,9.34,0.0845,49.87,0.14,0.41,,,,,90.49218864,,
OL4913,39.79,,,0.05,,,10.23,10.23,0.0794,49.51,0.15,0.38,,,,,89.61245241,,
OL4914,41.28,,,0.03,,,8.25,8.25,0.0887,50.42,0.13,0.38,,,,,91.59239183,,
OL4915,41.11,,,0.02,,,10.02,10.02,0.0697,49.85,0.14,0.36,,,,,89.8664398,,
OL4916,41.13,,,0.03,,,10.07,10.07,0.065,49.15,0.15,0.37,,,,,89.69099508,,
OL4917,40.98,,,0.03,,,10.21,10.21,0.0642,49,0.15,0.39,,,,,89.53402427,,
OL4918,41.09,,,0.03,,,9.98,9.98,0.0855,49.58,0.15,0.37,,,,,89.85340104,,
OL4919,40.19,,,0.03,,,10.27,10.27,0.0943,49.77,0.16,0.35,,,,,89.62487534,,
OL4920,40.4,,,0.03,,,10.17,10.17,0.0816,49.36,0.15,0.35,,,,,89.63893398,,
OL4921,40.66,,,0.02,,,10.15,10.15,0.0993,48.88,0.15,0.32,,,,,89.56623352,,
OL4922,41.26,,,0.02,,,9.14,9.14,0.0546,50.05,0.14,0.37,,,,,90.70721474,,
OL4923,40.63,,,0.03,,,10.4,10.4,0.1023,48.48,0.16,0.38,,,,,89.25811728,,
OL4924,39.4,,,0.03,,,10.81,10.81,0.0897,48.05,0.15,0.4,,,,,88.79337541,,
OL4925,40.55,,,0.02,,,10.08,10.08,0.083,49.86,0.14,0.41,,,,,89.81377711,,
OL4926,40.6,,,0.04,,,10.1,10.1,0.0703,49.59,0.14,0.34,,,,,89.74576671,,
OL4927,39.14,,,0.04,,,9.14,9.14,0.0795,49.4,0.13,0.39,,,,,90.59643931,,
OL4928,41.33,,,0.03,,,9.43,9.43,,49.42,0.14,0.4,,,0.082,,90.33047377,,
OL4929,41.07,,,0.03,,,10.15,10.15,,49,0.16,0.37,,,0.086,,89.5891254,,
OL4930,39.38,,,0.05,,,17.99,17.99,,41.93,0.24,0.29,,,0.1591,,80.59994351,,
OL5115,40.75,,,,,,8.43,,0.08,50.67,0.11,0.36,,,,,91.46338138,,
OL5118,41.2,,,,,,8.36,8.36,0.07,50.6,0.1,0.33,,,,,91.51753582,,
OL5119,40.8,,,,,,9.01,9.01,0.06,49.7,0.08,0.3,,,,,90.76863037,,
OL5120,40.8,,,,,,9.13,9.13,0.08,49.6,0.09,0.35,,,,,90.64009562,,
OL5121,40.9,,,,,,10.5,10.5,0.07,49.1,0.14,,,,,,89.2881697,,
OL5122,40,,,,,,10,10,0.19,49,0.24,0.54,,,,,89.72717541,,
OL5124,40.8,,,,,,11.5,11.5,0.1,47.7,0.17,0,,,,,88.08622447,,
OL5125,39.5,,,,,,15.1,15.1,0.08,45.3,0.23,,,,,,84.24602598,,
OL5126,40.6,,,,,,14.5,14.5,0.1,45,0.15,0.24,,,,,84.69076468,,
OL5133,39,,,,,,19.4,19.4,0.08,41.5,0.23,0.2,,,,,79.22360513,,
OL5138,36.7,,,,,,32.6,32.6,0.3,29.8,0.2,0.03,,,,,61.9689981,,
OL5170,40.6,,,,,,10.13,,0.09,48.88,0.15,0.42,,,,,89.58465136,,
